Date,Apple TV App Units,iPad App Units,iPhone App Units,iPod App Units,Apple TV Active Devices,iPad Active Devices,iPhone Active Devices,iPod Active Devices,Canada App Units,World App Units,Canada Active Devices,World Active Devices,Canada Active Devices,Apple TV Sessions,iPad Sessions,iPhone Sessions,iPod Sessions,Apple TV Active Last 30 Days,iPad Active Last 30 Days,iPhone Active Last 30 Days,iPod Active Last 30 Days,Canada Sessions,Canada Active Last 30 Days,World Sessions,World Active Last 30 Days
11/9/16,-,0.0,3.0,0.0,-,3.0,36.0,0.0,3.0,0.0,33.0,6.0,33.0,-,13.0,80.0,0.0,-,25.0,293.0,1.0,78.0,258.0,15.0,60.0
11/10/16,-,1.0,4.0,0.0,-,0.0,33.0,0.0,3.0,2.0,27.0,6.0,27.0,-,0.0,87.0,0.0,-,25.0,290.0,1.0,73.0,252.0,14.0,61.0
11/11/16,-,0.0,5.0,0.0,-,2.0,40.0,0.0,5.0,0.0,37.0,5.0,37.0,-,3.0,114.0,0.0,-,25.0,291.0,1.0,91.0,254.0,26.0,60.0
11/12/16,-,0.0,1.0,0.0,-,2.0,23.0,0.0,1.0,0.0,21.0,4.0,21.0,-,3.0,64.0,0.0,-,25.0,291.0,1.0,62.0,254.0,5.0,60.0
11/13/16,-,0.0,0.0,0.0,-,3.0,28.0,0.0,0.0,0.0,25.0,5.0,25.0,-,4.0,80.0,0.0,-,23.0,290.0,1.0,71.0,248.0,11.0,61.0
11/14/16,-,0.0,4.0,0.0,-,3.0,31.0,0.0,4.0,0.0,31.0,3.0,31.0,-,5.0,82.0,0.0,-,22.0,285.0,0.0,78.0,243.0,9.0,60.0
11/15/16,-,0.0,7.0,0.0,-,0.0,31.0,0.0,4.0,1.0,25.0,5.0,25.0,-,0.0,98.0,0.0,-,22.0,288.0,0.0,77.0,244.0,15.0,61.0
11/16/16,-,1.0,2.0,0.0,-,1.0,38.0,0.0,3.0,0.0,32.0,7.0,32.0,-,1.0,100.0,0.0,-,22.0,288.0,0.0,71.0,244.0,30.0,62.0
11/17/16,-,1.0,4.0,0.0,-,2.0,31.0,0.0,5.0,0.0,26.0,7.0,26.0,-,5.0,83.0,0.0,-,23.0,290.0,0.0,63.0,244.0,25.0,64.0
11/18/16,-,0.0,2.0,0.0,-,1.0,31.0,0.0,1.0,1.0,29.0,3.0,29.0,-,1.0,69.0,0.0,-,22.0,292.0,0.0,66.0,245.0,4.0,66.0
11/19/16,-,0.0,5.0,0.0,-,2.0,25.0,0.0,5.0,0.0,24.0,3.0,24.0,-,4.0,72.0,0.0,-,22.0,294.0,0.0,71.0,248.0,5.0,65.0
11/20/16,-,0.0,2.0,0.0,-,2.0,32.0,0.0,2.0,0.0,29.0,4.0,29.0,-,2.0,86.0,0.0,-,21.0,293.0,0.0,81.0,248.0,5.0,63.0
11/21/16,-,0.0,2.0,0.0,-,0.0,35.0,0.0,2.0,0.0,29.0,6.0,29.0,-,0.0,94.0,0.0,-,21.0,296.0,0.0,71.0,251.0,23.0,64.0
11/22/16,-,0.0,4.0,0.0,-,0.0,38.0,0.0,4.0,0.0,32.0,5.0,32.0,-,0.0,84.0,0.0,-,20.0,303.0,0.0,71.0,255.0,7.0,64.0
11/23/16,-,0.0,2.0,0.0,-,1.0,30.0,0.0,1.0,1.0,28.0,2.0,28.0,-,1.0,61.0,0.0,-,18.0,301.0,0.0,57.0,254.0,4.0,59.0
11/24/16,-,0.0,2.0,0.0,-,1.0,31.0,0.0,1.0,1.0,26.0,6.0,26.0,-,1.0,63.0,0.0,-,18.0,305.0,0.0,46.0,259.0,18.0,59.0
11/25/16,-,1.0,1.0,0.0,-,0.0,30.0,0.0,2.0,0.0,27.0,3.0,27.0,-,0.0,95.0,0.0,-,18.0,307.0,0.0,88.0,260.0,7.0,60.0
11/26/16,-,0.0,3.0,0.0,-,0.0,23.0,0.0,3.0,0.0,20.0,3.0,20.0,-,0.0,55.0,0.0,-,17.0,305.0,0.0,52.0,258.0,3.0,59.0
11/27/16,-,0.0,1.0,0.0,-,1.0,24.0,0.0,1.0,0.0,20.0,5.0,20.0,-,1.0,68.0,0.0,-,17.0,303.0,0.0,62.0,255.0,7.0,60.0
11/28/16,-,0.0,1.0,0.0,-,0.0,25.0,0.0,1.0,0.0,24.0,1.0,24.0,-,0.0,54.0,0.0,-,16.0,305.0,0.0,53.0,256.0,1.0,60.0
11/29/16,-,0.0,0.0,0.0,-,0.0,29.0,0.0,0.0,0.0,24.0,4.0,24.0,-,0.0,77.0,0.0,-,16.0,305.0,0.0,68.0,255.0,8.0,61.0
11/30/16,-,1.0,2.0,0.0,-,2.0,40.0,0.0,3.0,0.0,35.0,7.0,35.0,-,2.0,107.0,0.0,-,17.0,309.0,0.0,96.0,261.0,13.0,61.0
12/1/16,-,1.0,4.0,0.0,-,1.0,30.0,0.0,5.0,0.0,26.0,4.0,26.0,-,1.0,87.0,0.0,-,17.0,314.0,0.0,61.0,264.0,25.0,61.0
12/2/16,-,0.0,5.0,0.0,-,0.0,33.0,0.0,4.0,1.0,29.0,4.0,29.0,-,0.0,72.0,0.0,-,16.0,320.0,0.0,63.0,268.0,9.0,62.0
12/3/16,-,0.0,5.0,0.0,-,1.0,32.0,0.0,4.0,1.0,31.0,2.0,31.0,-,1.0,62.0,0.0,-,16.0,319.0,0.0,60.0,265.0,3.0,62.0
12/4/16,-,0.0,0.0,0.0,-,0.0,38.0,0.0,0.0,0.0,34.0,4.0,34.0,-,0.0,108.0,0.0,-,16.0,322.0,0.0,103.0,271.0,5.0,60.0
12/5/16,-,0.0,5.0,0.0,-,1.0,36.0,0.0,5.0,0.0,30.0,7.0,30.0,-,2.0,105.0,0.0,-,17.0,327.0,0.0,87.0,276.0,20.0,61.0
12/6/16,-,0.0,3.0,0.0,-,1.0,36.0,0.0,2.0,1.0,31.0,6.0,31.0,-,2.0,88.0,0.0,-,17.0,330.0,0.0,80.0,275.0,10.0,65.0
12/7/16,-,0.0,2.0,0.0,-,1.0,20.0,0.0,1.0,0.0,17.0,4.0,17.0,-,1.0,31.0,0.0,-,16.0,328.0,0.0,25.0,272.0,7.0,64.0
12/8/16,-,0.0,4.0,0.0,-,1.0,35.0,0.0,4.0,0.0,33.0,3.0,33.0,-,3.0,65.0,0.0,-,16.0,333.0,0.0,60.0,275.0,8.0,66.0
12/9/16,-,0.0,3.0,0.0,-,0.0,30.0,0.0,3.0,0.0,28.0,2.0,28.0,-,0.0,90.0,0.0,-,15.0,329.0,0.0,71.0,272.0,19.0,63.0
12/10/16,-,0.0,2.0,0.0,-,0.0,31.0,0.0,0.0,2.0,27.0,4.0,27.0,-,0.0,79.0,0.0,-,15.0,327.0,0.0,71.0,271.0,8.0,62.0
12/11/16,-,1.0,3.0,0.0,-,2.0,25.0,0.0,4.0,0.0,26.0,1.0,26.0,-,2.0,76.0,0.0,-,16.0,327.0,0.0,77.0,271.0,1.0,62.0
12/12/16,-,0.0,2.0,0.0,-,1.0,29.0,0.0,2.0,0.0,24.0,5.0,24.0,-,2.0,71.0,0.0,-,17.0,328.0,0.0,54.0,272.0,9.0,62.0
12/13/16,-,1.0,5.0,0.0,-,4.0,24.0,0.0,6.0,0.0,24.0,4.0,24.0,-,5.0,53.0,0.0,-,18.0,329.0,0.0,41.0,276.0,17.0,62.0
12/14/16,-,0.0,4.0,0.0,-,2.0,20.0,0.0,4.0,0.0,18.0,2.0,18.0,-,2.0,62.0,0.0,-,17.0,323.0,0.0,53.0,271.0,7.0,61.0
12/15/16,-,0.0,1.0,0.0,-,0.0,29.0,0.0,1.0,0.0,23.0,6.0,23.0,-,0.0,73.0,0.0,-,17.0,323.0,0.0,50.0,273.0,23.0,60.0
12/16/16,-,0.0,0.0,0.0,-,0.0,25.0,0.0,0.0,0.0,23.0,2.0,23.0,-,0.0,65.0,0.0,-,16.0,314.0,0.0,63.0,264.0,2.0,59.0
12/17/16,-,0.0,3.0,0.0,-,0.0,31.0,0.0,3.0,0.0,29.0,1.0,29.0,-,0.0,66.0,0.0,-,14.0,313.0,0.0,64.0,263.0,1.0,57.0
12/18/16,-,0.0,0.0,0.0,-,0.0,33.0,0.0,0.0,0.0,29.0,3.0,29.0,-,0.0,68.0,0.0,-,14.0,309.0,0.0,57.0,259.0,5.0,57.0
12/19/16,-,0.0,1.0,0.0,-,0.0,27.0,0.0,1.0,0.0,24.0,2.0,24.0,-,0.0,77.0,0.0,-,13.0,308.0,0.0,73.0,259.0,3.0,55.0
12/20/16,-,0.0,4.0,0.0,-,1.0,29.0,0.0,4.0,0.0,26.0,4.0,26.0,-,1.0,55.0,0.0,-,12.0,309.0,0.0,50.0,259.0,6.0,56.0
12/21/16,-,0.0,4.0,0.0,-,0.0,30.0,0.0,3.0,1.0,27.0,3.0,27.0,-,0.0,68.0,0.0,-,12.0,309.0,0.0,62.0,260.0,6.0,55.0
12/22/16,-,0.0,0.0,0.0,-,1.0,29.0,0.0,0.0,0.0,25.0,4.0,25.0,-,2.0,73.0,0.0,-,12.0,302.0,0.0,60.0,254.0,14.0,53.0
12/23/16,-,0.0,3.0,0.0,-,1.0,18.0,0.0,3.0,0.0,17.0,1.0,17.0,-,1.0,38.0,0.0,-,13.0,302.0,0.0,36.0,256.0,1.0,53.0
12/24/16,-,0.0,3.0,0.0,-,1.0,24.0,0.0,3.0,0.0,22.0,3.0,22.0,-,3.0,77.0,0.0,-,13.0,300.0,0.0,74.0,255.0,6.0,52.0
12/25/16,-,0.0,2.0,0.0,-,1.0,19.0,0.0,1.0,1.0,18.0,1.0,18.0,-,2.0,49.0,0.0,-,13.0,298.0,0.0,46.0,253.0,4.0,52.0
12/26/16,-,0.0,0.0,0.0,-,0.0,30.0,0.0,0.0,0.0,27.0,3.0,27.0,-,0.0,60.0,0.0,-,13.0,299.0,0.0,55.0,254.0,5.0,52.0
12/27/16,-,0.0,3.0,0.0,-,1.0,27.0,0.0,3.0,0.0,26.0,2.0,26.0,-,1.0,78.0,0.0,-,12.0,301.0,0.0,76.0,258.0,3.0,51.0
12/28/16,-,0.0,2.0,0.0,-,0.0,25.0,0.0,2.0,0.0,25.0,0.0,25.0,-,0.0,55.0,0.0,-,12.0,300.0,0.0,55.0,258.0,0.0,50.0
12/29/16,-,0.0,4.0,0.0,-,0.0,33.0,0.0,4.0,0.0,31.0,1.0,31.0,-,0.0,74.0,0.0,-,12.0,295.0,0.0,72.0,256.0,1.0,48.0
12/30/16,-,0.0,1.0,0.0,-,0.0,26.0,0.0,1.0,0.0,24.0,2.0,24.0,-,0.0,66.0,0.0,-,10.0,291.0,0.0,60.0,253.0,6.0,45.0
12/31/16,-,0.0,0.0,0.0,-,0.0,23.0,0.0,0.0,0.0,20.0,3.0,20.0,-,0.0,65.0,0.0,-,9.0,288.0,0.0,60.0,248.0,5.0,45.0
1/1/17,-,0.0,3.0,0.0,-,1.0,27.0,0.0,2.0,1.0,25.0,2.0,25.0,-,2.0,56.0,0.0,-,10.0,286.0,0.0,53.0,247.0,3.0,44.0
1/2/17,-,0.0,2.0,0.0,-,0.0,29.0,0.0,2.0,0.0,25.0,3.0,25.0,-,0.0,67.0,0.0,-,9.0,281.0,0.0,59.0,244.0,7.0,43.0
1/3/17,-,0.0,3.0,0.0,-,1.0,17.0,0.0,3.0,0.0,18.0,0.0,18.0,-,1.0,60.0,0.0,-,9.0,280.0,0.0,61.0,244.0,0.0,42.0
1/4/17,-,0.0,4.0,0.0,-,0.0,27.0,0.0,4.0,0.0,23.0,3.0,23.0,-,0.0,43.0,0.0,-,9.0,279.0,0.0,38.0,244.0,4.0,41.0
1/5/17,-,0.0,4.0,0.0,-,3.0,36.0,0.0,3.0,1.0,35.0,4.0,35.0,-,3.0,89.0,0.0,-,10.0,280.0,0.0,85.0,246.0,7.0,41.0
1/6/17,-,0.0,3.0,0.0,-,0.0,34.0,0.0,3.0,0.0,31.0,2.0,31.0,-,0.0,90.0,0.0,-,10.0,281.0,0.0,85.0,251.0,4.0,39.0
1/7/17,-,0.0,2.0,0.0,-,0.0,30.0,0.0,2.0,0.0,27.0,3.0,27.0,-,0.0,81.0,0.0,-,10.0,279.0,0.0,77.0,248.0,4.0,39.0
1/8/17,-,0.0,2.0,0.0,-,1.0,27.0,0.0,1.0,1.0,27.0,1.0,27.0,-,2.0,55.0,0.0,-,11.0,281.0,0.0,56.0,251.0,1.0,39.0
1/9/17,-,0.0,2.0,0.0,-,0.0,27.0,0.0,2.0,0.0,22.0,4.0,22.0,-,0.0,50.0,0.0,-,11.0,283.0,0.0,40.0,251.0,9.0,40.0
1/10/17,-,2.0,3.0,0.0,-,0.0,29.0,0.0,5.0,0.0,27.0,3.0,27.0,-,0.0,60.0,0.0,-,10.0,286.0,0.0,48.0,253.0,9.0,41.0
1/11/17,-,1.0,4.0,0.0,-,0.0,31.0,0.0,4.0,1.0,29.0,1.0,29.0,-,0.0,74.0,0.0,-,10.0,281.0,0.0,70.0,251.0,1.0,39.0
1/12/17,-,1.0,5.0,0.0,-,3.0,31.0,0.0,5.0,1.0,31.0,3.0,31.0,-,5.0,92.0,0.0,-,11.0,287.0,0.0,93.0,258.0,4.0,38.0
1/13/17,-,1.0,6.0,0.0,-,1.0,26.0,0.0,4.0,3.0,25.0,2.0,25.0,-,1.0,90.0,0.0,-,9.0,288.0,0.0,89.0,256.0,2.0,39.0
1/14/17,-,0.0,1.0,0.0,-,0.0,33.0,0.0,1.0,0.0,33.0,0.0,33.0,-,0.0,84.0,0.0,-,9.0,286.0,0.0,84.0,256.0,0.0,37.0
1/15/17,-,0.0,1.0,0.0,-,1.0,30.0,0.0,1.0,0.0,28.0,3.0,28.0,-,1.0,89.0,0.0,-,9.0,291.0,0.0,83.0,258.0,7.0,40.0
1/16/17,-,0.0,4.0,0.0,-,1.0,33.0,0.0,4.0,0.0,31.0,3.0,31.0,-,1.0,70.0,0.0,-,10.0,293.0,0.0,65.0,261.0,6.0,40.0
1/17/17,-,0.0,6.0,0.0,-,0.0,35.0,0.0,6.0,0.0,31.0,4.0,31.0,-,0.0,118.0,0.0,-,10.0,295.0,0.0,113.0,261.0,5.0,42.0
1/18/17,-,0.0,2.0,0.0,-,0.0,36.0,0.0,2.0,0.0,31.0,5.0,31.0,-,0.0,100.0,0.0,-,10.0,298.0,0.0,94.0,263.0,6.0,42.0
1/19/17,-,0.0,3.0,0.0,-,0.0,32.0,0.0,3.0,0.0,25.0,7.0,25.0,-,0.0,62.0,0.0,-,10.0,300.0,0.0,45.0,262.0,17.0,46.0
1/20/17,-,0.0,3.0,0.0,-,0.0,30.0,1.0,3.0,0.0,25.0,6.0,25.0,-,0.0,91.0,1.0,-,10.0,300.0,1.0,80.0,263.0,12.0,46.0
1/21/17,-,0.0,0.0,0.0,-,2.0,23.0,0.0,0.0,0.0,24.0,1.0,24.0,-,3.0,71.0,0.0,-,10.0,301.0,1.0,70.0,264.0,4.0,46.0
1/22/17,-,0.0,1.0,0.0,-,2.0,33.0,0.0,1.0,0.0,31.0,4.0,31.0,-,2.0,82.0,0.0,-,11.0,305.0,1.0,79.0,268.0,5.0,48.0
1/23/17,-,0.0,5.0,0.0,-,0.0,25.0,0.0,5.0,0.0,23.0,2.0,23.0,-,0.0,57.0,0.0,-,11.0,301.0,1.0,50.0,265.0,7.0,46.0
1/24/17,-,0.0,6.0,0.0,-,0.0,30.0,0.0,5.0,1.0,28.0,2.0,28.0,-,0.0,85.0,0.0,-,11.0,308.0,1.0,73.0,271.0,12.0,47.0
1/25/17,-,1.0,4.0,0.0,-,1.0,32.0,0.0,4.0,1.0,30.0,3.0,30.0,-,1.0,97.0,0.0,-,11.0,308.0,1.0,95.0,275.0,3.0,46.0
1/26/17,-,0.0,4.0,0.0,-,1.0,34.0,0.0,3.0,1.0,31.0,5.0,31.0,-,2.0,76.0,0.0,-,10.0,315.0,1.0,72.0,279.0,6.0,47.0
1/27/17,-,0.0,1.0,0.0,-,1.0,26.0,0.0,1.0,0.0,25.0,2.0,25.0,-,1.0,54.0,0.0,-,11.0,313.0,1.0,53.0,277.0,2.0,48.0
1/28/17,-,1.0,5.0,0.0,-,0.0,24.0,0.0,5.0,1.0,22.0,2.0,22.0,-,0.0,45.0,0.0,-,11.0,310.0,1.0,42.0,276.0,3.0,47.0
1/29/17,-,0.0,2.0,0.0,-,1.0,31.0,0.0,2.0,0.0,28.0,4.0,28.0,-,1.0,65.0,0.0,-,12.0,316.0,1.0,60.0,279.0,6.0,50.0
1/30/17,-,0.0,1.0,0.0,-,0.0,34.0,0.0,0.0,1.0,31.0,4.0,31.0,-,0.0,88.0,0.0,-,12.0,316.0,1.0,77.0,277.0,11.0,52.0
1/31/17,-,2.0,1.0,0.0,-,1.0,27.0,0.0,1.0,2.0,24.0,3.0,24.0,-,2.0,79.0,0.0,-,12.0,317.0,1.0,75.0,278.0,4.0,52.0
2/1/17,-,0.0,8.0,0.0,-,3.0,31.0,0.0,8.0,0.0,32.0,2.0,32.0,-,5.0,71.0,0.0,-,13.0,317.0,1.0,73.0,279.0,3.0,52.0
2/2/17,-,2.0,1.0,0.0,-,1.0,30.0,1.0,2.0,1.0,28.0,4.0,28.0,-,1.0,55.0,1.0,-,13.0,320.0,2.0,52.0,279.0,5.0,55.0
2/3/17,-,0.0,6.0,0.0,-,2.0,30.0,0.0,5.0,1.0,29.0,2.0,29.0,-,3.0,81.0,0.0,-,14.0,317.0,2.0,79.0,278.0,4.0,54.0
2/4/17,-,0.0,1.0,0.0,-,0.0,34.0,0.0,1.0,0.0,29.0,5.0,29.0,-,0.0,94.0,0.0,-,12.0,319.0,2.0,86.0,276.0,8.0,55.0
2/5/17,-,0.0,2.0,0.0,-,0.0,32.0,0.0,1.0,1.0,27.0,6.0,27.0,-,0.0,100.0,0.0,-,12.0,320.0,2.0,72.0,272.0,28.0,59.0
2/6/17,-,0.0,3.0,0.0,-,2.0,26.0,0.0,2.0,1.0,24.0,5.0,24.0,-,3.0,60.0,0.0,-,12.0,321.0,2.0,56.0,273.0,7.0,60.0
2/7/17,-,0.0,4.0,0.0,-,0.0,32.0,0.0,3.0,1.0,25.0,6.0,25.0,-,0.0,88.0,0.0,-,12.0,324.0,2.0,70.0,273.0,17.0,61.0
2/8/17,-,1.0,1.0,0.0,-,0.0,34.0,0.0,2.0,0.0,31.0,3.0,31.0,-,0.0,78.0,0.0,-,12.0,321.0,2.0,74.0,272.0,4.0,59.0
2/9/17,-,1.0,3.0,0.0,-,0.0,34.0,0.0,3.0,1.0,31.0,3.0,31.0,-,0.0,71.0,0.0,-,12.0,326.0,2.0,55.0,277.0,16.0,59.0
2/10/17,-,0.0,2.0,0.0,-,0.0,23.0,0.0,1.0,1.0,20.0,3.0,20.0,-,0.0,88.0,0.0,-,12.0,320.0,2.0,78.0,271.0,10.0,60.0
2/11/17,-,0.0,1.0,0.0,-,2.0,20.0,0.0,1.0,0.0,19.0,3.0,19.0,-,2.0,39.0,0.0,-,13.0,314.0,2.0,37.0,270.0,4.0,58.0
2/12/17,-,0.0,4.0,0.0,-,0.0,32.0,0.0,4.0,0.0,30.0,2.0,30.0,-,0.0,78.0,0.0,-,12.0,317.0,2.0,74.0,272.0,4.0,58.0
2/13/17,-,0.0,2.0,0.0,-,1.0,27.0,0.0,2.0,0.0,27.0,1.0,27.0,-,1.0,77.0,0.0,-,13.0,316.0,2.0,77.0,270.0,1.0,59.0
2/14/17,-,1.0,5.0,0.0,-,1.0,28.0,0.0,3.0,1.0,26.0,3.0,26.0,-,1.0,78.0,0.0,-,12.0,312.0,2.0,64.0,264.0,11.0,58.0
2/15/17,-,1.0,4.0,0.0,-,1.0,34.0,0.0,4.0,1.0,31.0,4.0,31.0,-,1.0,101.0,0.0,-,13.0,316.0,2.0,95.0,269.0,7.0,58.0
2/16/17,-,1.0,0.0,0.0,-,0.0,26.0,0.0,1.0,0.0,24.0,1.0,24.0,-,0.0,67.0,0.0,-,13.0,314.0,2.0,63.0,267.0,3.0,58.0
2/17/17,-,0.0,1.0,0.0,-,0.0,25.0,0.0,1.0,0.0,24.0,1.0,24.0,-,0.0,65.0,0.0,-,13.0,315.0,2.0,64.0,269.0,1.0,57.0
2/18/17,-,0.0,2.0,0.0,-,1.0,30.0,0.0,2.0,0.0,29.0,2.0,29.0,-,2.0,85.0,0.0,-,14.0,303.0,2.0,82.0,263.0,5.0,53.0
2/19/17,-,1.0,1.0,0.0,-,0.0,23.0,0.0,2.0,0.0,20.0,3.0,20.0,-,0.0,68.0,0.0,-,14.0,302.0,1.0,65.0,263.0,3.0,52.0
2/20/17,-,0.0,6.0,0.0,-,0.0,38.0,0.0,6.0,0.0,33.0,5.0,33.0,-,0.0,89.0,0.0,-,14.0,303.0,1.0,77.0,263.0,12.0,53.0
2/21/17,-,1.0,2.0,0.0,-,0.0,32.0,0.0,3.0,0.0,31.0,1.0,31.0,-,0.0,121.0,0.0,-,13.0,302.0,1.0,114.0,264.0,7.0,50.0
2/22/17,-,0.0,5.0,0.0,-,0.0,34.0,0.0,5.0,0.0,29.0,5.0,29.0,-,0.0,107.0,0.0,-,13.0,309.0,1.0,96.0,269.0,11.0,52.0
2/23/17,-,0.0,1.0,0.0,-,0.0,36.0,0.0,1.0,0.0,29.0,7.0,29.0,-,0.0,89.0,0.0,-,13.0,307.0,1.0,73.0,269.0,16.0,51.0
2/24/17,-,0.0,8.0,0.0,-,0.0,33.0,0.0,8.0,0.0,29.0,4.0,29.0,-,0.0,78.0,0.0,-,13.0,309.0,1.0,65.0,271.0,13.0,50.0
2/25/17,-,0.0,5.0,0.0,-,0.0,39.0,0.0,3.0,2.0,35.0,4.0,35.0,-,0.0,89.0,0.0,-,12.0,309.0,1.0,79.0,269.0,10.0,50.0
2/26/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,0.0,3.0,25.0,3.0,25.0,-,0.0,73.0,0.0,-,11.0,310.0,1.0,68.0,269.0,5.0,49.0
2/27/17,-,0.0,2.0,0.0,-,0.0,34.0,0.0,2.0,0.0,32.0,2.0,32.0,-,0.0,119.0,0.0,-,11.0,315.0,1.0,117.0,272.0,2.0,50.0
2/28/17,-,0.0,1.0,0.0,-,0.0,33.0,0.0,1.0,0.0,30.0,1.0,30.0,-,0.0,92.0,0.0,-,10.0,310.0,1.0,73.0,270.0,13.0,47.0
3/1/17,-,1.0,3.0,0.0,-,1.0,32.0,0.0,3.0,1.0,25.0,7.0,25.0,-,1.0,65.0,0.0,-,11.0,316.0,1.0,49.0,272.0,13.0,50.0
3/2/17,-,0.0,2.0,0.0,-,3.0,30.0,0.0,2.0,0.0,32.0,1.0,32.0,-,4.0,90.0,0.0,-,11.0,316.0,1.0,92.0,273.0,2.0,50.0
3/3/17,-,2.0,8.0,0.0,-,1.0,33.0,0.0,7.0,3.0,31.0,3.0,31.0,-,1.0,57.0,0.0,-,12.0,319.0,1.0,54.0,277.0,4.0,51.0
3/4/17,-,0.0,9.0,0.0,-,0.0,30.0,0.0,7.0,2.0,26.0,3.0,26.0,-,0.0,77.0,0.0,-,12.0,319.0,0.0,69.0,277.0,7.0,49.0
3/5/17,-,0.0,7.0,0.0,-,3.0,31.0,0.0,4.0,3.0,30.0,4.0,30.0,-,4.0,90.0,0.0,-,14.0,323.0,0.0,83.0,281.0,11.0,52.0
3/6/17,-,1.0,2.0,0.0,-,2.0,28.0,0.0,2.0,1.0,26.0,4.0,26.0,-,8.0,43.0,0.0,-,15.0,321.0,0.0,47.0,280.0,4.0,52.0
3/7/17,-,0.0,4.0,0.0,-,0.0,29.0,0.0,4.0,0.0,28.0,1.0,28.0,-,0.0,68.0,0.0,-,15.0,319.0,0.0,67.0,280.0,1.0,50.0
3/8/17,-,0.0,0.0,0.0,-,1.0,30.0,0.0,0.0,0.0,26.0,5.0,26.0,-,5.0,84.0,0.0,-,15.0,317.0,0.0,78.0,279.0,11.0,50.0
3/9/17,-,0.0,7.0,0.0,-,1.0,36.0,1.0,2.0,5.0,30.0,8.0,30.0,-,1.0,93.0,6.0,-,15.0,322.0,1.0,81.0,281.0,19.0,53.0
3/10/17,-,1.0,2.0,0.0,-,1.0,30.0,0.0,1.0,1.0,25.0,5.0,25.0,-,1.0,74.0,0.0,-,16.0,329.0,1.0,66.0,287.0,8.0,54.0
3/11/17,-,0.0,1.0,0.0,-,0.0,23.0,0.0,1.0,0.0,23.0,0.0,23.0,-,0.0,52.0,0.0,-,16.0,328.0,1.0,52.0,286.0,0.0,54.0
3/12/17,-,0.0,3.0,0.0,-,1.0,30.0,0.0,3.0,0.0,29.0,2.0,29.0,-,1.0,84.0,0.0,-,8.0,162.0,1.0,52.0,148.0,33.0,22.0
3/13/17,-,0.0,5.0,0.0,-,2.0,24.0,0.0,4.0,1.0,19.0,6.0,19.0,-,2.0,57.0,0.0,-,14.0,327.0,1.0,50.0,284.0,8.0,53.0
3/14/17,-,0.0,1.0,0.0,-,1.0,26.0,0.0,1.0,0.0,23.0,4.0,23.0,-,2.0,59.0,0.0,-,14.0,330.0,1.0,56.0,285.0,5.0,55.0
3/15/17,-,0.0,5.0,0.0,-,1.0,33.0,0.0,1.0,4.0,25.0,10.0,25.0,-,1.0,112.0,0.0,-,14.0,340.0,1.0,90.0,292.0,23.0,58.0
3/16/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,1.0,2.0,25.0,2.0,25.0,-,0.0,56.0,0.0,-,13.0,334.0,1.0,49.0,287.0,6.0,56.0
3/17/17,-,0.0,6.0,0.0,-,1.0,33.0,0.0,5.0,1.0,29.0,5.0,29.0,-,2.0,120.0,0.0,-,13.0,329.0,1.0,83.0,283.0,39.0,56.0
3/18/17,-,0.0,3.0,0.0,-,1.0,33.0,0.0,1.0,2.0,23.0,10.0,23.0,-,17.0,130.0,0.0,-,14.0,331.0,1.0,96.0,283.0,50.0,59.0
3/19/17,-,0.0,3.0,0.0,-,0.0,28.0,0.0,2.0,1.0,27.0,1.0,27.0,-,0.0,81.0,0.0,-,6.0,153.0,1.0,80.0,128.0,1.0,29.0
3/20/17,-,0.0,3.0,0.0,-,0.0,31.0,0.0,3.0,0.0,28.0,3.0,28.0,-,0.0,75.0,0.0,-,9.0,229.0,1.0,71.0,195.0,4.0,42.0
3/21/17,-,1.0,1.0,0.0,-,1.0,33.0,0.0,1.0,1.0,24.0,9.0,24.0,-,1.0,57.0,0.0,-,10.0,234.0,1.0,42.0,194.0,15.0,48.0
3/22/17,-,1.0,1.0,0.0,-,1.0,36.0,1.0,1.0,1.0,31.0,6.0,31.0,-,1.0,81.0,2.0,-,11.0,301.0,2.0,67.0,252.0,14.0,56.0
3/23/17,-,1.0,4.0,0.0,-,0.0,28.0,0.0,4.0,1.0,23.0,5.0,23.0,-,0.0,77.0,0.0,-,11.0,301.0,2.0,68.0,250.0,9.0,57.0
3/24/17,-,0.0,4.0,0.0,-,0.0,44.0,0.0,2.0,2.0,37.0,6.0,37.0,-,0.0,120.0,0.0,-,11.0,306.0,2.0,88.0,255.0,31.0,56.0
3/25/17,-,0.0,4.0,0.0,-,1.0,29.0,0.0,3.0,1.0,25.0,5.0,25.0,-,2.0,78.0,0.0,-,11.0,299.0,2.0,67.0,250.0,13.0,55.0
3/26/17,-,0.0,1.0,0.0,-,1.0,27.0,0.0,1.0,0.0,21.0,7.0,21.0,-,2.0,60.0,0.0,-,15.0,341.0,2.0,47.0,284.0,15.0,66.0
3/27/17,-,0.0,5.0,0.0,-,1.0,30.0,0.0,5.0,0.0,26.0,5.0,26.0,-,1.0,76.0,0.0,-,15.0,337.0,2.0,65.0,281.0,12.0,65.0
3/28/17,-,0.0,4.0,0.0,-,1.0,34.0,0.0,4.0,0.0,32.0,3.0,32.0,-,1.0,76.0,0.0,-,16.0,341.0,2.0,74.0,286.0,3.0,65.0
