Date,Apple TV Sessions,iPad Sessions,iPhone Sessions,iPod Sessions,Apple TV Active Last 30 Days,iPad Active Last 30 Days,iPhone Active Last 30 Days,iPod Active Last 30 Days
3/14/19,-,6.0,196.0,0.0,-,20.0,538.0,0.0
3/15/19,-,11.0,187.0,0.0,-,21.0,533.0,0.0
3/16/19,-,12.0,135.0,0.0,-,21.0,537.0,0.0
3/17/19,-,0.0,139.0,0.0,-,20.0,529.0,0.0
3/18/19,-,55.0,128.0,0.0,-,20.0,526.0,0.0
3/19/19,-,43.0,203.0,0.0,-,20.0,518.0,0.0
3/20/19,-,42.0,179.0,0.0,-,19.0,512.0,0.0
3/21/19,-,36.0,155.0,0.0,-,19.0,524.0,0.0
3/22/19,-,17.0,144.0,0.0,-,19.0,522.0,0.0
3/23/19,-,13.0,208.0,0.0,-,19.0,517.0,0.0
3/24/19,-,13.0,115.0,0.0,-,19.0,516.0,0.0
3/25/19,-,77.0,207.0,0.0,-,17.0,522.0,0.0
3/26/19,-,31.0,171.0,0.0,-,17.0,524.0,0.0
3/27/19,-,20.0,141.0,0.0,-,18.0,513.0,0.0
3/28/19,-,14.0,140.0,0.0,-,17.0,516.0,0.0
3/29/19,-,25.0,199.0,0.0,-,16.0,522.0,0.0
3/30/19,-,17.0,150.0,0.0,-,16.0,517.0,0.0
3/31/19,-,37.0,128.0,0.0,-,15.0,517.0,0.0
4/1/19,-,43.0,177.0,0.0,-,15.0,513.0,0.0
4/2/19,-,61.0,143.0,0.0,-,16.0,513.0,0.0
4/3/19,-,6.0,156.0,0.0,-,16.0,516.0,0.0
4/4/19,-,32.0,175.0,0.0,-,17.0,512.0,0.0
4/5/19,-,19.0,176.0,0.0,-,17.0,518.0,0.0
4/6/19,-,18.0,154.0,0.0,-,16.0,518.0,0.0
4/7/19,-,13.0,129.0,0.0,-,16.0,524.0,0.0
4/8/19,-,77.0,175.0,0.0,-,15.0,530.0,0.0
4/9/19,-,44.0,182.0,0.0,-,14.0,534.0,0.0
4/10/19,-,41.0,139.0,0.0,-,13.0,533.0,0.0
4/11/19,-,52.0,136.0,0.0,-,15.0,527.0,0.0
4/12/19,-,24.0,138.0,0.0,-,16.0,530.0,0.0
4/13/19,-,17.0,147.0,0.0,-,16.0,521.0,0.0
4/14/19,-,13.0,215.0,0.0,-,16.0,517.0,0.0
4/15/19,-,17.0,206.0,0.0,-,16.0,513.0,0.0
4/16/19,-,41.0,213.0,0.0,-,17.0,517.0,0.0
4/17/19,-,79.0,166.0,0.0,-,18.0,513.0,0.0
4/18/19,-,32.0,113.0,0.0,-,18.0,516.0,0.0
4/19/19,-,18.0,131.0,0.0,-,18.0,520.0,0.0
4/20/19,-,10.0,126.0,0.0,-,18.0,522.0,0.0
4/21/19,-,11.0,164.0,0.0,-,18.0,526.0,0.0
4/22/19,-,58.0,174.0,0.0,-,20.0,534.0,0.0
4/23/19,-,26.0,172.0,0.0,-,20.0,535.0,0.0
4/24/19,-,32.0,159.0,0.0,-,20.0,533.0,0.0
4/25/19,-,12.0,170.0,0.0,-,20.0,535.0,0.0
4/26/19,-,20.0,143.0,0.0,-,19.0,529.0,0.0
4/27/19,-,24.0,114.0,0.0,-,19.0,515.0,0.0
4/28/19,-,33.0,110.0,0.0,-,19.0,511.0,0.0
4/29/19,-,32.0,137.0,0.0,-,19.0,509.0,0.0
4/30/19,-,85.0,161.0,0.0,-,18.0,518.0,0.0
